Vbattery, sensor current, sma current, sma Vbattery, timestamp, time, supply voltage, supply current, temperature
3.7569177067264015,0.0910002141779049,0.6198637133038823,3.696901203178786,2022-02-24-11-29-09,10.120565176010132,3.84,1.305,17.89
3.7572462874237766,0.08525018882825346,0.7084568895175773,3.704925309031626,2022-02-24-11-29-09,10.531816244125366,3.84,1.304,17.89
3.7579034488226144,0.08705733965116541,0.775520061576316,3.7111387030835012,2022-02-24-11-29-10,10.919976234436035,3.84,1.304,17.89
3.7582320295240765,0.08722162608966873,0.8292813283443436,3.71608724847983,2022-02-24-11-29-10,11.34214997291565,3.84,1.304,17.89
3.7587249005788252,0.08755019896670398,0.8740953944664808,3.720132330550996,2022-02-24-11-29-11,11.720327854156494,3.84,1.304,17.89
3.7587249005788252,0.08459304307474885,0.9089231627810495,3.72348820620559,2022-02-24-11-29-11,12.12021255493164,3.84,1.304,17.89
3.7595463523435546,0.08607162102034473,0.9388767301124205,3.726366286282482,2022-02-24-11-29-11,12.499929189682007,3.84,1.304,17.89
3.7598749330518313,0.0868930532126716,0.9641772251396044,3.728836238609534,2022-02-24-11-29-12,12.919759511947632,3.85,1.303,17.89
3.760367804116803,0.08459304307474885,0.9853860640015261,3.730999498964852,2022-02-24-11-29-12,13.300071954727173,3.85,1.303,17.89
3.760696384828489,0.0868930532126716,1.0051721746314464,3.73290482770729,2022-02-24-11-29-13,13.719833374023438,3.85,1.303,17.89
3.7610249655415378,0.0900144955456951,1.0238530094655247,3.734599121493819,2022-02-24-11-29-13,14.126797676086426,3.85,1.303,17.89
3.7611892558985733,0.08820734472088927,1.039733899415692,3.7361232517557297,2022-02-24-11-29-13,14.529910326004028,3.85,1.303,17.89
3.7618464173301267,0.08804305828232856,1.0536882541317527,3.7375048125782255,2022-02-24-11-29-14,14.929372549057007,3.85,1.303,17.89
3.7621749980479486,0.0862359074587912,1.0656146049901365,3.738761525148011,2022-02-24-11-29-14,15.3300940990448,3.85,1.303,17.89
3.762339288407371,0.08738591252818158,1.077181617628434,3.7399076528592134,2022-02-24-11-29-15,15.730128049850464,3.85,1.303,17.89
3.762996449848473,0.08410018375971799,1.0872215684020923,3.7409739089814757,2022-02-24-11-29-15,16.132036447525024,3.85,1.303,17.89
3.763160740209601,0.0834430380064729,1.0949898357539805,3.7419563394724786,2022-02-24-11-29-15,16.526366472244263,3.85,1.303,17.89
3.76348932093288,0.08738591252818158,1.1035000606245993,3.7428656454766815,2022-02-24-11-29-16,16.930171728134155,3.85,1.303,17.89
3.7636536112950316,0.08525018882825346,1.110207252709733,3.7437107810128967,2022-02-24-11-29-16,17.341010093688965,3.85,1.303,17.89
3.764146482383533,0.0864001938972471,1.1169208190136426,3.7445057383073133,2022-02-24-11-29-17,17.750089168548584,3.85,1.303,17.89
3.764310772747049,0.08541447526665295,1.122871532638919,3.7452530980974923,2022-02-24-11-29-17,18.149349451065063,3.85,1.303,17.89
3.7649679342045257,0.08738591252818158,1.1287773792844635,3.745967014131114,2022-02-24-11-29-17,18.589277267456055,3.85,1.303,17.89
3.7649679342045257,0.08459304307474885,1.1338264245418366,3.7466365953681673,2022-02-24-11-29-18,18.970274209976196,3.85,1.303,17.89
